text,label
بدي الغي العنوان تبعي اذا بتريد,X X X X X X
عسلاما,X
هلا هلا,X X
ممكن استرجع الاوردرات القديمة,X X X X
هاطلب باستا فراخ كرسبي مع الجبنة السائحة,X ItemName ItemName ItemName Include Topping_Include Topping_Include
ابعتلي المنيو من فضلك,X X X X
فيني استرجع الطلبات المسجلة,X X X X
هستلمه في خلال اد ايه,X X X X X
فيني حدث البيانات تبعي اذا بتريد,X X X X X X
اذا بدك تروح للخطوة التالية,X X X X X
منغير طماطم,Exclude Topping_Exclude
عايزة اعرف ايه الأطباق الرئيسية الي موجودة في باندا هاوس,X X X X X X X X X X
مشحال الحساب,X X
محتاج مساعدة,X X
ممكن اتكلم مع خدمة عملاء,X X X X X
عايز اغير الرقم المسجل,X X X X
عا السلامة,X X
خليني شوف الطعام يلي موجود,X X X X X
هختار الرابعة,Include Topping_Include
من فضلك بدى غير رقم الهاتف الخلوى بتاعى للرقم 803403495,X X X X X X X X X phone
اعرضلي قائمة الطعام من فضلك,X X X X X
راح خبرك شو صايرلي,X X X X
خليني الغي العنوان تبعي,X X X X
اذا ما عليك امر ابغى اغير رقم جوالي لهذا الرقم 01200011111,X X X X X X X X X X phone
قدم لي المنيو الاساسي,X X X X
اذهب للقايمة الرئيسية,X X X
كام المبلغ المطلوب,X X X
فيني احذف العنوان تبعي,X X X X
عايزة ارجع للقائمة الرئيسية,X X X X
حضرتك انا عايزة اغير رقمي القديم للرقم ده 0549144444,X X X X X X X X phone
ابغى غير رقم الموبايل حقي,X X X X X
10 قطع فراخ مقليه مع سلطة كولسلو,itemnumber X ItemName ItemName Include Topping_Include Topping_Include
هل بامكاني التحدث مع انسان,X X X X X
عايز الوجبة العائلية,X ItemName ItemName
زودلي على الاوردر اتنين ساندوتش شاورما منغبر تومية,X X X itemnumber ItemName ItemName Exclude Topping_Exclude
امتى راح توصل الطلبات تبعي,X X X X X
عايز قائمة تغيير البيانات,X X X X
خاطر ع بالى التكلم مع اى شخص,X X X X X X X
فاضل قد ايه عالأوردر,X X X X
هاطلب 3 تشيكن بانيه معاه حلقات بصل مقلية,X itemnumber ItemName ItemName Include Topping_Include Topping_Include Topping_Include
عايزة ابدل رقم تليقوني,X X X X
عايز اضيف عنواني الجديد,X X X X
ممكن اشوف القائمة المفضلة,X X X X
احتاج الى تبديل لغة التواصل,X X X X X
هبعت محل الاقامة الجديد,X X X X
ممكن اشوف الطلبات القديمة,X X X X
اذهب لقايمة تعديل البيانات,X X X X
متقولى ازاى اتكلم مع الخدمه,X X X X X
بليز ورينى الطلب اللى قبل كدا برقم 88745,X X X X X X X OrderNumber
عايزة وجبتي المفضلة لو سمحت,X X X X X
بلكي تعطيني الاوردرات السابقة,X X X X
عايزة ممثل خدمة عملاء اتكلم معاه,X X X X X X
شو بدي سويي باش يجي الاوردر,X X X X X X
وريني الاوردر المفضل,X X X
بدي اعرف الطلب برقم 09340 حقى وين الحين,X X X X OrderNumber X X X
راجع الطلبات لو سمحت,X X X X
الو,X
من فضلك عاوز اضيف عنوان البيت,X X X X X X
خليني بلش اسألك عا شي,X X X X X
عايز اتابع معاك الأوردر أول بأول,X X X X X X
ممكن اضيف عنواني الجديد,X X X X
الاكل هييجي في قد ايه,X X X X X
3 اطباق حلقات بصل مقلية مع مايونيز صوص,itemnumber X ItemName ItemName ItemName Include Topping_Include Topping_Include
بلكي خير موبايلي,X X X
عم روح عالخطوة التالية,X X X X
عايز بيتزا خضروات صغيرة,X ItemName ItemName ItemSize
السادس,X
ايش عندكوا من حلويات,X X X MenuName
ممكنن تبعتلي الاوردر من الاول,X X X X X
هستلم الاكل في خلال قد ايه,X X X X X X
بدي اتحدث مع انسان من بعد اذنك,X X X X X X X
فيني اذهب للخطوة يلي بعد هيك,X X X X X X
ابغى واحد وابر وسط,X itemnumber ItemName ItemSize
فيني الغي هادي الوجبة العائلية,X X X ItemName ItemName
كيف الحال,X X
خلينا نتواصل باللغة العربية,X X X Language
صاير بدي الغي وجبة التشيكن تندر,X X X ItemName ItemName ItemName
مع بيبسي,Include Topping_Include
ابغى احذف الجرند تشيكن,X X ItemName ItemName
ابعتلي قائمة الطعام المفضل,X X X X
من فضلك اريد الذهاب لقائمة تغيير البيانات,X X X X X X X
بلغني بحساب الاكل من فضلك,X X X X X
غيرلى رقم الهاتف الجوال ل 0154328655,X X X X X phone
من فضلك عايز 2 هامبرجر مع سلطة خضراء,X X X itemnumber ItemName Include Topping_Include Topping_Include
ممكن منيو السلطات بماك,X X X X
التالي,X
زود تشكيلة سلطات,X ItemName ItemName
لو سمحت لو عايزة اغير نمرتي للنمرة دي 05049144444 ازاي,X X X X X X X X phone X
فيني اغير العنوان,X X X
ابي صامونة دجاج,X ItemName ItemName
مرحبا يا اخي,X X X
فرجيني حساب الاكل يلي طلبتوا اذا بتريد,X X X X X X X
كومبو,ItemSize
حطلي كمان 3 باكت بطاطس عليها كاتشب و مايونيز,X X itemnumber ItemName ItemName Include Topping_Include X X
عايز الاختيار الأول,Include X X
عايز ابدل رقم الفون بالرقم دا 01236598547,X X X X X X phone
ابغى اتحدث باللغة الانجليزية,X X X Language
فيك تنتقل للخطوة التالية,X X X X
فيك توصلني بشي حدا,X X X X
فيني غير بياناتي المسجلة,X X X X
فرجيني السلطات,X MenuName
زودني بالطلبات السابقة,X X X
عايز اغير رقم الموبايل 01159697214,X X X X phone
عايز امسح وجبه الزينجر سوبريم كومبو لوسمحت,X X X ItemName ItemName ItemName X
عايز اشيل عنواني,X X X
سوف اقوم بتبديل رقم المحمول,X X X X X
كنت عايز اسجل عنوان منزلي,X X X X X
عايزة ساندوتش شاورما و زودلي تومية,X ItemName ItemName X Include Topping_Include
بسلامة,X
فيني امسح العنوان,X X X
ي ليت تساعدني ابي اطلب بالمحفظه ويوم اسوي تنفيذ الطلب يرفض ليه,X X X X X X X X X X X X
ممكن استرجع الاوردرات السابقة,X X X X
ارغب في حذف وجبة الليتل تيستي,X X X ItemName ItemName ItemName
وريني الاوردر المفضل بتاعي,X X X X
ابعتلي كله من الأول,X X X X
ضيف الاختيار التاني,Include X X
ممكن تطلبي وجبة الليتل تيستي,X X ItemName ItemName ItemName
عنوان المنزل الجديد,X X X
اعرض لي القائمة الرئيسية,X X X X
الاوردر هستلمه في خلال قد ايه,X X X X X X
اقدر اذهب الى الخطوة التالية,X X X X X
بلكى اغير رقم الهاتف الخلوى للرقم 0553586958,X X X X X X phone
احتاج الى تبديل رقم الهاتف,X X X X X
بغيت دنجال و القرعا,X ItemName X itemnumber
اب يفلسث قبي بيسبيب,X X X X
اطلبلي 2 ماشروم اندسويس ساندوتش,X itemnumber ItemName ItemName ItemName
ايه الموجود في المقبلات,X X X MenuName
عايزة اغير عنواني,X X X
راح اطلب طبق سلطة كبير,X X ItemName ItemName ItemName
وينو الحساب حقي,X X X
وينو الحساب,X X
شو عندكن بالسلطات,X X MenuName
عايز 3 تشيز برجر مع بيض بدون سلطه,X itemnumber ItemName ItemName Include Topping_Include Exclude Topping_Exclude
هستلم الطلبات في قد ايه,X X X X X
احضر لي طبق مكرونة مع الماشروم,X X ItemName ItemName Include Topping_Include
امتى راح يوصل الاوردر,X X X X
بدي سويي حسابي,X X X
هستلم الاكل في خلال قد ايه,X X X X X X
بدي شوف الأكل المفضل تبعي,X X X X X
هيوصل امتى الاوردر ده 47525,X X X X OrderNumber
عايزة احط العنوان ده,X X X X
عايز اشيك على الطلبات,X X X X
مدري ايش هذا بدي اتحدث لممثل خدمة عملا,X X X X X X X X
هيدا محل الاقامة الجديد,X X X X
دلنى حتى اغير رقم الجوال تبعى,X X X X X X
كنت عايزة اشوف طلبي المفضل,X X X X X
ابي غير رقم الجوال تبعي,X X X X X
الاوردر فاضل عليه قد ايه,X X X X X
عايز حجم صغير,X X ItemSize
عايزة القائمة السابقة,X X X
هاي بوت,X X
الاوردر صارلوا زمن ما بيوصل,X X X X X
الغي عنوان البيت,X X X
صلني بممثل خدمة العملاء من فضلك,X X X X X X
1 بيج ماك بيكون كومبو,itemnumber ItemName ItemName X ItemSize
عايز اشوف الأكل الي طلبتوا قبل كدا,X X X X X X X
وين الاوردر الحين,X X X
ممكن اضيف عنوان بيتي,X X X X
شنو هاد احكي معي عربي يا خيي,X X X X Language X X
منم,X
عايز احدد محل الاقامة من فضلك,X X X X X X
بدياك تغيرلى اللغه للغه العربي,X X X X Language
راح اطلب طبق سلطة كبير,X X ItemName ItemName ItemName
بدي حدث العنوان اذا بتريد,X X X X X
بدى اطلع على اوردرى السابق بعنوان 3465,X X X X X X OrderNumber
من فضلك ايه طريقة تغيير الموبايل,X X X X X X
فيك تذهب للخطوة التالية,X X X X
امسحلي وجبة الليتل تيستي,X ItemName ItemName ItemName
ازاى اتتبع الاوردر رقم 25178,X X X X OrderNumber
شو المرحلة الجاية,X X X
فيك تورينى حسابى,X X X
انا عاوز اشوف المنيو,X X X X
فيني الغي وجبة البيج تيستي اذا بتريد,X X ItemName ItemName ItemName X X
اذا فيك تراجع معي الاوردر,X X X X X
عايزة الغي عنوان البيت,X X X X
بلكي احذف العنوان تبعي,X X X X
راح فرجيكم العنوان تبعي,X X X X
بدي الحساب اذا سمحت,X X X X
غيرت هاتفي المحمول,X X X
ليش غاب الاوردر 50041 كتير,X X X OrderNumber X
ممكن اتابع الطلبات,X X X
من فضلك عايز وجبة ماك راب,X X X ItemName ItemName ItemName
بدياك تفرجينى الحساب,X X X
ابغى فروجه من غير سلطات,X ItemName Exclude Exclude Topping_Exclude
ممكن اشوف منيو اليوم,X X X X
بدي امسح الوجبة العائلية,X X ItemName ItemName
هيوصلي الاوردر في خلال اد ايه,X X X X X X
هدى رقم الموبايل,X X X
فيني ارجع شوف المنيو,X X X X
عطيني قائمة تغيير البيانات,X X X X
عايزة اسجل عنوان البيت لو سمحت,X X X X X X
ايش الان,X X
ابي ضيف العنوان دحين,X X X X
شو الخطوة يلي جاية,X X X X
أهلا,X
ممكن اعيد اضافة رقم الموبايل,X X X X X
فيني سجل محل الاقامة,X X X X
عايز اشوف الاوردر اللى عنوانه325,X X X X OrderNumber
